building_name	bldg_id	no_of_cluster_spec_rms_reported	geo_dist	org_id	prek_cap	incl_class	no_of_cluster_rms_needed	organization_name	enroll	target_capacity	target_utilization
ROBESON HS COMP&BUS TC (A HML)-K	K625		17	M984				LYFE			
P.S. 66 - K	K066	6	18	K066	18		4	P.S. 66 - K	777	808	96
I.S. 68 - K	K068	9	18	K068			0	I.S. 68 - K	734	1375	53
P.S. 114 - K	K114	7	18	K114	36		3	P.S. 114 - K	626	643	97
P.S. 115 - K	K115	8	18	K115	54		4	P.S. 115 - K	1172	1154	102
P.S. 135 - K	K135	8	18	K135	26		3	P.S. 135 - K	481	626	77
P.S. 135/P.S. 235 ANNEX - K	K855		18	K135				P.S. 135 - K	199	195	102
P.S. 208 - K**	K208	4	18	K208	18		6	P.S. 208 - K	479	612	78
P.S. 208 TRANSPORTABLE - K	K972		18	K208				P.S. 208 - K	0		
I.S. 211 - K	K211	2	18	K211			0	I.S. 211 - K	703	1377	51
P.S. 219 - K**	K219	4	18	K219	34		6	P.S. 219 - K	559	612	91
P.S. 219 TRANSPORTABLE - K	K973		18	K219				P.S. 219 - K	0		
P.S. 233 - K	K233	12	18	K233	36		3	P.S. 233 - K	544	982	55
P.S. 235 - K**	K235	12	18	K235	31		8	P.S. 235 - K	529	704	75
P.S. 235 ANNEX - K	K242		18	K235				P.S. 235 - K	290	664	44
P.S. 235 MINISCHOOL - K	K835		18	K235				P.S. 235 - K	235	192	122
P.S. 135/P.S. 235 ANNEX - K	K855		18	K235				P.S. 235 - K	180	192	94
P.S. 235 TRANSPORTABLE - K	K980		18	K235				P.S. 235 - K	0		
P.S. 244 - K	K244	7	18	K244	68		3	P.S. 244 - K	704	1254	56
P.S. 268 - K**	K268	6	18	K268	36		6	P.S. 268 - K	459	601	76
P.S. 268 TRANSPORTABLE - K	K981		18	K268				P.S. 268 - K	0		
P.S. 272 - K**	K272	2	18	K272	72		6	P.S. 272 - K	574	772	74
P.S. 272 TRANSPORTABLE - K	K922		18	K272				P.S. 272 - K	0		
P.S. 276 - K**	K276	10	18	K276	54		8	P.S. 276 - K	745	687	111
P.S. 276 TRANSPORTABLE - K	K923		18	K276				P.S. 276 - K	16		
P.S. 279 - K	K279	3	18	K279	17		3	P.S. 279 - K	532	732	73
I.S. 285 - K	K285	10	18	K285			0	I.S. 285 - K	914	1164	79
SHIRLEY CHISHOLM CAMPUS - K	K366	5	18	K366			0	THE SCIENCE AND MEDICINE MIDDLE SCHOOL - K	389	574	68
I.S. 68 - K	K068		18	K379				EXPLORE EXCEL CHARTER SCHOOL - K	72	135	53
P.S. 114 - K	K114	3	18	K379	0		3	EXPLORE EXCEL CHARTER SCHOOL - K	284	253	112
SAMUEL J. TILDEN HS - K	K415	4	18	K563			0	IT TAKES A VILLAGE ACADEMY - K	510	694	73
SOUTH SHORE HS - K	K515	3	18	K566			0	BROOKLYN GENERATION SCHOOL - K	297	576	52
SOUTH SHORE HS - K	K515	3	18	K567			0	BROOKLYN THEATRE ARTS H.S. - K	401	522	77
SAMUEL J. TILDEN HS - K	K415	8	18	K569			0	KURT HAHN EXPED LEARNING SCH - K	288	603	48
SOUTH SHORE HS - K	K515	4	18	K576			0	VICTORY COLLEGIATE HS - K	328	452	73
SOUTH SHORE HS - K	K515	8	18	K578			0	BROOKLYN BRIDGE ACADEMY - K	179	500	36
I.S. 232 - K	K232	1	18	K581			0	EAST FLATBUSH COMMUNITY RESCH - K	241	412	58
I.S. 252 - K	K252	2	18	K588			0	MIDDLE SCHOOL FOR ART & PHILOS - K	330	504	65
I.S. 232 - K	K232	1	18	K589			0	ARTS & MEDIA PREP ACADEMY - K	298	492	61
I.S. 232 - K	K232	2	18	K598			0	MIDDLE SCHOOL OF MKTG - K	312	522	60
I.S. 252 - K	K252	1	18	K608			0	THINK COLLEGIATE CHARTER SCHL - K	415	402	103
CANARSIE HS - K	K500	4	18	K617			0	HS FOR INNOVATION IN AD - BKLYN	313	686	46
SAMUEL J. TILDEN HS - K	K415	13	18	K629			0	CULT ACAD ARTS AND SCI - K	309	718	43
CANARSIE HS - K	K500	5	18	K633			0	HS FOR MEDICAL PROFESSIONS - K	441	646	68
P.S. 235 ANNEX - K	K242	0	18	K635			0	OLYMPUS ACADEMY - K	192	297	65
SOUTH SHORE HS - K	K515	3	18	K637			0	ACAD FOR CONSERV & THE ENVIR - K	280	488	57
CANARSIE HS - K	K500	3	18	K642			0	URBAN ACTION ACADEMY - K	312	527	59
P.S. 219 ANNEX - K	K860	0	18	K673			0	EAST BKLN COMMUNITY HS - K	187	241	78
I.S. 211 - K	K211		18	K724				LEADERSHIP PREPARATORY CHARTER SCHOOL 4	57	77	74
P.S. 279 - K	K279	3	18	K724	0		1	LEADERSHIP PREPARATORY CHARTER SCHOOL 4	83	347	24
SAMUEL J. TILDEN HS - K	K415	0	18	K736	0		1	NEW AMERICAN CHARTER SCHOOL	127	183	69
P.S. 66 - K	K066		18	K771				K771 SPED - K	33	26	127
SOUTH SHORE HS - K	K515		18	KADM				REGION 9 CONFERENCE CENTER - K			
I.S. 232 - K	K232		18	KCBO				CANARSIE DEV. BEACON - K			
SOUTH SHORE HS - K	K515		18	KCBO				COMMUN. MEDIATION SERV. - K			
I.S. 232 - K	K232		18	KSFS				FOOD SERVICES - K			
SOUTH SHORE HS - K	K515		18	KSST				DIVISION OF SCHOOL SAFETY - K			
SOUTH SHORE HS - K	K515		18	KUFT				UFT USE - K			
CANARSIE HS - K	K500	35	18	M645			0	SCHOOL FOR COOP TECH. ED. - M	0	129	0
SOUTH SHORE HS - K	K515		18	Q950				PATHWAYS TO GRADUATION - Q	86	157	55
P.S. 7 - K**	K007		19	K004		"#"		K004 SPED - K	8	0	0
P.S. 72 - K	K072		19	K004				K004 SPED - K	44	74	59
CESIAH TORO MULLANE SCHOOL - K	K798		19	K004				K004 SPED - K	34	38	89
P.S. 4 (ECC) - K	K843		19	K004				K004 SPED - K	34	24	142
P.S. 7 - K**	K007	2	19	K007	72		8	P.S. 7 - K	945	742	145
P.S. 7 TRANSPORTABLE - K	K991		19	K007				P.S. 7 - K	128		
P.S. 13 - K	K013	4	19	K013	36		3	P.S. 13 - K	494	760	65
P.S. 36 ANNEX - K	K857		19	K036	0		0	K036 SPED - K	165	232	71
SPRING CREEK EDUCATIONAL CAMPUS - K	K422		19	K053	0	*	0	K053 SPED - K	126	179	70
CESIAH TORO MULLANE SCHOOL - K	K798	2	19	K065	0		3	P.S. 65 - K	644	620	104
CYPRESS HILLS COMMUNITY SCHOOL - K	K814	3	19	K089	18		3	P.S. 89 - K	446	461	97
P.S. 108 - K	K108	1	19	K108	35		4	P.S. 108 - K	891	855	104
P.S. 149 - K	K149	5	19	K149	72		3	P.S. 149 - K	667	831	80
P.S. 149 ANNEX - K	K848		19	K149				P.S. 149 - K	72	77	94
P.S. 158 - K	K158	5	19	K158	36		3	P.S. 158 - K	552	745	74
P.S. 159 - K**	K159	2	19	K159	0		8	P.S. 159 - K	521	687	88
P.S. 159 MINISCHOOL - K	K851		19	K159				P.S. 159 - K	248	190	131
P.S. 159 TRANSPORTABLE - K	K998		19	K159				P.S. 159 - K	85		
I.S. 166 - K	K166	4	19	K166			0	I.S. 166 - K	234	415	56
I.S. 171 - K	K171	7	19	K171			0	I.S. 171 - K	780	1130	69
P.S. 174 - K	K174	5	19	K174	0		2	P.S. 174 - K	222	440	50
P.S. 190 - K	K190	4	19	K190	17		2	P.S. 190 - K	201	373	54
P.S. 202 - K**	K202	7	19	K202	54		3	P.S. 202 - K	491	835	59
P.S. 213 - K	K213	6	19	K213	18		3	P.S. 213 - K	440	641	69
P.S. 214 - K**	K214	1	19	K214	96		8	P.S. 214 - K	883	738	134
P.S. 214 TRANSPORTABLE - K	K949		19	K214				P.S. 214 - K	108		
I.S. 218 - K	K218	3	19	K218			0	I.S. 218 - K	488	635	77
P.S. 224 - K	K224	6	19	K224	54		3	P.S. 224 - K	595	766	78
P.S. 260 - K	K260	2	19	K260	0		1	P.S. 260 - K	28	224	13
P.S. 273 - K	K273	2	19	K273	0		3	P.S. 273 - K	340	670	51
P.S. 290 - K**	K290	2	19	K290	16		6	P.S. 290 - K	529	559	103
P.S. 290 TRANSPORTABLE - K	K948		19	K290				P.S. 290 - K	45		
I.S. 292 - K	K292	5	19	K292			0	I.S. 292 - K	727	831	87
I.S. 302 - K**	K302	1	19	K302			0	I.S. 302 - K	546	627	87
P.S. 306 - K	K306	3	19	K306	54		3	P.S. 306 - K	672	966	70
P.S. 190 - K	K190	2	19	K311			0	I.S. 311 - K	149	439	34
P.S. 260 - K	K260	3	19	K325	18		2	THE FRESH CREEK SCHOOL - K	198	269	74
P.S. 328 - K	K328	1	19	K328	36		3	P.S. 328 - K	385	422	91
P.S. 345 - K	K345	5	19	K345	36		3	P.S. 345 - K	689	977	71
P.S. 346 - K	K346	4	19	K346	54		3	P.S. 346 - K	672	800	84
P.S. 13 - K	K013	3	19	K358	0		4	FIRST EAST NY  CHARTER SCHOOL - K	469	259	181
P.S. 65 - K	K065		19	K358				FIRST EAST NY  CHARTER SCHOOL - K	310	325	95
I.S. 166 - K	K166		19	K359				UFT CHARTER SCHOOL - K	307	626	49
I.S. 292 - K	K292	5	19	K359	0		4	UFT CHARTER SCHOOL - K	685	922	74
I.S. 364 - K	K364	1	19	K364			0	I.S. 364 - K	191	225	85
I.S. 364 AX (POOL&GYM)-BROOKLYN	K866		19	K364				I.S. 364 - K	0	0	
I.S. 364 ANNEX - K	K872		19	K364				I.S. 364 - K	178	276	64
I.S. 218 - K	K218	1	19	K386	0		2	INVICTUS PREPARATORY CHARTER SCHOOL - K	242	252	96
SPRING CREEK EDUCATIONAL CAMPUS - K	K422	6	19	K404			0	ACAD. FOR YOUNG WRITERS - K	492	543	91
EAST NY FAMILY ACADEMY - K**	K819	4	19	K409			0	EAST NY FAMILY ACAD.  - K	200	286	164
EAST NY FAMILY ACADEMY TRANS - K	K947		19	K409				EAST NY FAMILY ACAD.  - K	268		
SPRING CREEK EDUCATIONAL CAMPUS - K	K422	3	19	K422			0	IS/HS 422 - K	169	411	41
P.S. 346 - K	K346	4	19	K452			0	I.S. 452	294	423	70
THOMAS JEFFERSON HS - K	K435	4	19	K502			0	FDNY HS FOR FIRE AND LIFE SAFETY-K	296	433	68
THOMAS JEFFERSON HS - K	K435	1	19	K504			0	HIGH SCHOOL FOR CIVIL RIGHTS - K	349	322	108
THOMAS JEFFERSON HS - K	K435	6	19	K507			0	PERFORMING ARTS AND TECH. HS - K	428	553	77
THOMAS JEFFERSON HS - K	K435	4	19	K510			0	WORLD ACAD FOR COMMUNITY HEALTH-K	309	511	60
P.S. 174 - K	K174	0	19	K557	31		2	BROOKLYN GARDENS ELEMENTARY SCHOOL	175	100	175
FRANKLIN K. LANE HS - K	K420	2	19	K583			0	MULTICULTURAL HS - K	320	501	64
E NY VOC HS OF TRANSIT TECH.-K	K615	15	19	K615			0	E NY VOC HS OF TRANSIT TECH.-K	1167	1224	95
FRANKLIN K. LANE HS - K	K420	17	19	K618			0	ACADEMY OF INNOV TECH - K	440	990	44
FRANKLIN K. LANE HS - K	K420	5	19	K639			0	BROOKLYN LAB SCHOOL - K	364	779	47
I.S. 166 - K	K166	0	19	K654			0	VAN SICLEN COMMUNITY MIDDLE SCHOOL	118	370	32
FRANKLIN K. LANE HS - K	K420	3	19	K659			0	CYPRESS HILLS COLLEGIATE - K	370	564	66
WILLIAM MAXWELL CTE HS - K	K660	18	19	K660			0	WILLIAM MAXWELL VOC HS - K	463	1041	44
I.S. 302 - K**	K302	1	19	K661			0	VISTA ACADEMY - K	114	229	50
I.S. 302 - K**	K302	0	19	K662			0	LIBERTY AVENUE MIDDLE SCHOOL	140	171	82
P.S. 174 - K	K174	0	19	K663			0	SCHOOL OF THE FUTURE BROOKLYN	76	186	41
P.S. 72 - K	K072	1	19	K677	35		3	EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K	556	531	105
P.S. 72 - K	K072	0	19	K678			0	EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE - K	242	478	51
P.S. 202 - K**	K202	4	19	K680	0		4	ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL	185	261	71
P.S. 202 TRANSPORTABLE - K	K958		19	K680				ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL	0		
I.S. 218 - K	K218	8	19	K683			0	SCHOOL FOR CLASSICS - K	309	486	64
P.S. 224 - K	K224		19	K755				ADULT AND CONTINUING EDUCATION			
P.S. 328 - K	K328	1	19	K769	0		3	HYDE LEADERSHIP CHARTER SCHOOL - K	345	352	98
I.S. 302 - K**	K302	2	19	K774	0		6	ACHIEVEMENT FIRST APOLLO CHARTER SCHL - K	433	339	128
I.S. 302 TRANSPORTABLE - K	K974		19	K774				ACHIEVEMENT FIRST APOLLO CHAR - K	0		
P.S. 13 - K	K013		19	KCBO				ICL INSTITUTE - K			
I.S. 171 - K	K171		19	KCBO				CYPRESS HILLS LDC - K			
I.S. 302 - K**	K302		19	KCBO				CYPRESS HILL - BEACON CT. - K			
CYPRESS HILLS COMMUNITY SCHOOL - K	K814		19	KCBO				CYPRESS HILLS DEVELOPMENT - K			
I.S. 302 TRANSPORTABLE - K	K974		19	KCBO				BEACON PROGRAM - K			
I.S. 166 - K	K166		19	KCEP				E. N. Y. DEVELOPMENT CORP - K			
I.S. 166 - K	K166		19	KOTH				OTHER - K			
I.S. 292 - K	K292		19	KOTH				DEPARTMENT OF HEALTH - K			
I.S. 166 - K	K166		19	KSBH				E.N.Y. DIAGNOSTIC CENTER - K			
I.S. 302 - K**	K302		19	KSBH				ENY DIAGNOSTIC CENTER - K			
FRANKLIN K. LANE HS - K	K420		19	KSBH				LONG ISLAND JEWISH HOSPITAL - K			
I.S. 292 - K	K292		19	KSFS				FOOD SERVICES - K			
FRANKLIN K. LANE HS - K	K420		19	M984				LYFE			
THOMAS JEFFERSON HS - K	K435		19	M984				LYFE			
P.S. 213 MINISCHOOL - K	K893		19	Q950				PATHWAYS TO GRADUATION - Q	135	154	88
HIGH SCHOOL SUSPENSION CENTER - K	K932		19	X695				PASSAGES ACADEMY(HORIZON) - X	122	189	65
P.S./I.S. 30 MARY WHITE OVINGTON - K	K331	2	20	K030	0		3	I.S. 30 - K	510	643	79
P.S. 192 - K	K192		20	K036				K036 SPED - K	59	77	77
P.S. 48 - K	K048	2	20	K048	32		3	P.S. 48 - K	623	515	121
P.S. 104 - K	K104		20	K053		*		K053 SPED - K	36	35	103
I.S. 62 - K	K062	8	20	K062			0	I.S. 62 - K	1297	1381	94
P.S. 69 - K	K069	2	20	K069	0		4	P.S. 69 - K	867	601	144
P.S. 164 - K	K164		20	K077				K077 SPED - K	81	77	105
P.S. 102 - K	K102	4	20	K102	0		5	P.S. 102 - K	1352	1034	131
P.S. 104 - K	K104	1	20	K104	0		4	P.S. 104 - K	965	841	115
P.S. 104/P.S. 185 ANNEX-K	K989		20	K104				P.S. 104 - K	216	219	99
P.S. 105 - K	K105	0	20	K105	0		5	P.S. 105 - K	1770	1138	156
P.S. 112 - K**	K112	0	20	K112	0		6	P.S. 112 - K	480	340	156
P.S. 112 TRANSPORTABLE - K	K961		20	K112				P.S. 112 - K	50		
P.S. 127 - K	K127	0	20	K127	0		3	P.S. 127 - K	518	339	153
P.S. 160 - K	K160	7	20	K160	0		5	P.S. 160 - K	707	538	131
PS 160 ANNEX - K	K521		20	K160				P.S. 160 - K	547	469	117
P.S./ I.S. 163 - K	K807	5	20	K163	0		3	P.S. 163 - K	625	612	102
P.S. 164 - K	K164	4	20	K164	48		3	P.S. 164 - K	543	571	95
P.S. 170 - K	K170	1	20	K170	0		4	P.S. 170 - K	756	594	127
I.S. 30 - K	K940		20	K170				P.S. 170 - K	180	361	50
P.S. 176 - K	K176	0	20	K176	0		5	P.S. 176 - K	1414	808	175
P.S. 179 - K**	K179	3	20	K179	64		8	P.S. 179 - K	893	918	108
P.S. 179 TRANSPORTABLE - K	K921		20	K179				P.S. 179 - K	100		
P.S. 180 - K	K180	3	20	K180	68		4	P.S. 180 - K	1153	862	134
P.S. 185 - K	K185	1	20	K185	0		3	P.S. 185 - K	723	576	126
P.S. 186 - K	K186	5	20	K186	32		4	P.S. 186 - K	958	877	109
I.S. 187 - K	K486	6	20	K187			0	I.S. 187 - K	970	891	109
P.S. 192 - K	K192	3	20	K192	51		3	P.S. 192 - K	617	733	84
P.S. 200 - K	K200	4	20	K200	64		5	P.S. 200 - K	1335	1054	127
I.S. 201 - K	K201	5	20	K201			0	I.S. 201 - K	1437	1336	108
P.S. 204 - K	K204	2	20	K204	72		4	P.S. 204 - K	1166	910	128
P.S. 205 - K	K205	6	20	K205	71		4	P.S. 205 - K	1098	987	111
I.S. 220 - K	K220	13	20	K220			0	I.S. 220 - K	1400	1431	98
I.S. 223 - K	K223	6	20	K223			0	I.S. 223 - K	942	899	105
I.S. 227 - K	K227	5	20	K227			0	I.S. 227 - K	1314	1417	93
P.S. 229 - K	K229	6	20	K229	36		4	P.S. 229 - K	1149	1023	112
P.S. 180 - K	K180		20	K231	0	*	0	K231 SPED - K	115	114	101
PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS - K	K264		20	K231		*		K231 SPED - K	38	34	112
P.S./I.S. 30 MARY WHITE OVINGTON - K	K331		20	K231				K231 SPED - K	32	42	76
P.S. 247 - K	K247	1	20	K247	36		4	P.S. 247 - K	796	610	130
I.S. 259 - K	K259	8	20	K259			0	I.S. 259 - K	1427	1587	90
PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS - K	K264	3	20	K264	36		3	PS 264	362	398	91
PS 310 THE SCHOOL FOR FUTURE LEADERS - K	K310	2	20	K310	18		3	P.S. 310 - K	389	275	141
NEW UTRECHT HS - K	K445		20	K370		"#"		K370 SPED - K	6	0	0
P.S./ I.S. 163 - K	K807		20	K370				K370 SPED - K	30	31	97
TELECOM. ARTS & TECH. - K	K485		20	K371		*		K371 SPED - K	25	30	83
NEW UTRECHT HS - K	K445	12	20	K445			0	NEW UTRECHT HS - K	3362	2217	152
TELECOM. ARTS & TECH. - K	K485	15	20	K485			0	TELECOM. ARTS & TECH. HS - K	1313	1211	108
FORT HAMILTON HS - K	K490	22	20	K490			0	FORT HAMILTON HS - K	4317	2719	159
FORT HAMILTON HS MODULAR UNIT - K	K934		20	K490				FORT HAMILTON HS - K	0	0	
P.S. 314 - K	K314	4	20	K503	0		4	P.S. 503 - K	1029	738	139
FRANKLIN D. ROOSEVELT HS - K	K505	30	20	K505			0	FRANKLIN D. ROOSEVELT HS - K	3129	2630	119
P.S. 314 - K	K314	2	20	K506	18		4	P.S. 506 - K	807	633	127
I.S. 223 - K	K223	1	20	K609			0	URBN ASSY SCHL CRIM JUSTICE - K	485	547	89
P.S. 163 - K	K163	1	20	K748	36		3	P.S. 748 - K	496	417	119
P.S. 971 - K	K971	1	20	K971	18		3	P.S. 971 - K	288	307	94
P.S. 104/P.S. 185 ANNEX-K	K989		20	KADM				DOE ADMINISTRATIVE OFFICE - K			
P.S. 314 - K	K314		20	KCBO				CENTER FOR FAMILY LIFE-K			
P.S. 314 - K	K314		20	KSBH				EVEN START - LUTHERAN MED. CTR.-K			
P.S./I.S. 30 MARY WHITE OVINGTON - K	K331		20	KSST				SCHOOL SAFETY - K			
P.S. 314 - K	K314		20	KUFT				UFT USE - K			
TELECOM. ARTS & TECH. - K	K485		20	M984				LYFE			
ABRAHAM LINCOLN HS - K	K410		21	K053		"#"		K053 SPED - K	6	0	0
P.S. 90 - K	K090	2	21	K090	54		3	P.S. 90 - K	620	681	91
P.S. 95 - K**	K095	7	21	K095	50		8	P.S. 95 - K	803	907	106
P.S. 95 TRANSPORTABLE - K	K951		21	K095				P.S. 95 - K	161		
I.S. 96 - K	K096	12	21	K096			0	I.S. 96 - K	711	1322	54
P.S. 97 - K**	K097	4	21	K097	48		8	P.S. 97 - K	770	602	137
P.S. 97 TRANSPORTABLE - K	K937		21	K097				P.S. 97 - K	54		
I.S. 98 - K	K043	9	21	K098			0	I.S. 98 - K	1367	1414	97
P.S. 99 - K	K099	5	21	K099	50		4	P.S. 99 - K	851	779	109
P.S. 100 - K	K100	3	21	K100	16		3	P.S. 100 - K	724	631	115
P.S. 101 - K	K101	2	21	K101	0		4	P.S. 101 - K	882	588	150
P.S. 121 - K	K121	1	21	K121	34		3	P.S. 121 - K	378	322	117
P.S. 128 (TANDEM BROOKLYN STUDIO) - K	K128	4	21	K128	36		3	P.S. 128 - K	410	409	100
P.S. 153 - K	K153	4	21	K153	54		3	P.S. 153 - K	546	546	100
P.S. 177 - K	K177	1	21	K177	52		4	P.S. 177 - K	952	731	130
P.S. 188 - K	K188	6	21	K188	33		3	P.S. 188 - K	540	841	64
P.S. 199 - K	K199	6	21	K199	36		3	P.S. 199 - K	481	524	92
P.S. 209 - K**	K209	4	21	K209	54		6	P.S. 209 - K	614	727	96
P.S. 209 TRANSPORTABLE - K	K941		21	K209				P.S. 209 - K	82		
P.S. 212 - K	K212	6	21	K212	54		3	P.S. 212 - K	678	790	86
P.S. 215 - K	K215	2	21	K215	70		4	P.S. 215 - K	959	642	149
P.S. 216 - K	K216	8	21	K216	89		3	P.S. 216 - K	558	720	78
P.S. 216 ANNEX - K	K532		21	K216				P.S. 216 - K	65	45	144
P.S. 225 - K	K225	4	21	K225	54		4	P.S. 225 - K	907	969	94
P.S. 226 - K	K226	8	21	K226	54		4	P.S. 226 - K	995	1062	94
I.S. 228 - K	K228	21	21	K228			0	I.S. 228 - K	1048	1204	87
P.S. 215 - K	K215		21	K231				K231 SPED - K	35	26	135
P.S. 238 - K	K238		21	K231				K231 SPED - K	75	60	125
P.S. 238 - K	K238	7	21	K238	36		3	P.S. 238 - K	550	737	75
I.S. 239 - K	K239	15	21	K239			0	I.S. 239 - K	1312	1671	79
P.S. 253 - K**	K253	3	21	K253	32		8	P.S. 253 - K	770	617	131
P.S. 253 TRANSPORTABLE - K	K964		21	K253				P.S. 253 - K	36		
I.S. 281 - K	K281	15	21	K281			0	I.S. 281 - K	1177	1546	76
P.S. 288 - K	K288	3	21	K288	36		3	P.S. 288 - K	451	745	61
I.S. 303 - K	K303	5	21	K303			0	I.S. 303 - K	566	876	65
P.S. 329 - K	K329	8	21	K329	36		3	P.S. 329 - K	443	622	71
LAFAYETTE HS - K	K400	2	21	K337			0	INTERNATIONAL HIGH SCHOOL - K	345	480	72
I.S. 303 - K	K303	2	21	K344			0	R. CARSON SCL OF COASTAL ST-K	517	502	103
LAFAYETTE HS - K	K400	4	21	K348			0	HIGH SCHOOL OF SPORTS MGMT- K	323	556	58
P.S. 100 - K	K100		21	K370		*		K370 SPED - K	53	60	88
LUCRETIA MARCIGLIANO CAMPUS - K	K237		21	K370				K370 SPED - K	57	45	127
P.S. 370 - K	K370		21	K370	0		0	K370 SPED - K	108	147	73
WILLIAM E. GRADY VOC HS - K	K620		21	K370		"#"		K370 SPED - K	6	0	0
ABRAHAM LINCOLN HS - K	K410	37	21	K410			0	ABRAHAM LINCOLN HS - K	2313	1961	118
LAFAYETTE HS - K	K400	2	21	K468			0	KINGSBOROUGH EARLY COLLEGE SCHOOL	551	643	86
EDWARD R. MURROW HS - K	K525	37	21	K525			0	EDWARD R. MURROW HS - K	4017	3287	122
JOHN DEWEY HS - K	K540	33	21	K540			0	JOHN DEWEY HS - K	1937	2389	81
LAFAYETTE HS - K	K400	1	21	K559			0	LIFE ACADEMY H.S. FILM & MUSIC - K	260	375	69
LAFAYETTE HS - K	K400	3	21	K572			0	EXPED LEARN SCHOOL FOR COMM - K	276	501	55
WILLIAM E. GRADY VOC HS - K	K620	34	21	K620			0	WILLIAM E. GRADY VOC HS - K	636	1458	44
LUCRETIA MARCIGLIANO CAMPUS - K	K237	3	21	K682	0		3	THE ACADAMY OF TALENTED SCHOLARS - K	344	423	81
LUCRETIA MARCIGLIANO CAMPUS - K	K237	5	21	K686	0		3	THE BROOKLYN SCHOOL OF INQUIRY - K	378	529	71
BROOKLYN STUDIO  (TANDEM K128) - K	K721	5	21	K690			0	BKLYN STUDIO SEC. SCL - K	902	822	110
JOHN DEWEY HS - K	K540		21	K721		"#"		K721 SPED - K	18	0	0
P.S. 721 OTC - K	K722		21	K721	0		0	K721 SPED - K	403	503	80
LIBERATION DIPLOMA PLUS H.S. - K	K728	1	21	K728			0	LIBERATION DIPLOMA PLUS H.S. - K	196	232	84
I.S. 303 - K	K303	0	21	K744	0		3	CONEY ISLAND PREP CHARTER SCHOOL - K	442	243	182
I.S. 98 - K	K043		21	K771				K771 SPED - K	56	46	122
P.S. 225 - K	K225		21	K771	0	*	0	K771 SPED - K	132	184	72
I.S. 303 - K	K303		21	K771		"#"		K771 SPED - K	14	0	0
P.S. 329 - K	K329		21	K771		*		K771 SPED - K	115	171	67
BROOKLYN STUDIO  (TANDEM K128) - K	K721		21	K771		"#"		K771 SPED - K	20	0	0
I.S. 281 - K	K281		21	K811		"#"		K811 SPED - K	7	0	0
EDWARD R. MURROW HS - K	K525		21	K811		"#"		K811 SPED - K	16	0	0
WILLIAM E. GRADY VOC HS - K	K620	0	21	K984			0	ALTERNATIVE LEARNING CENTER - K	0	57	0
P.S. 288 - K	K288		21	KCBO				BEACON HEART SHARE - K			
JOHN DEWEY HS - K	K540		21	KCBO				COUNCIL FOR UNITY - K			
LIBERATION DIPLOMA PLUS H.S. - K	K728		21	KCBO				HEARTSHR - K			
P.S./I.S. 395 - K	K395		22	K004				K004 SPED - K	75	98	77
I.S. 14 - K	K014	8	22	K014			0	I.S. 14 - K	558	1132	49
P.S. 52 - K	K052	3	22	K052	36		4	P.S. 52 - K	789	755	105
LEON GOLDSTEIN HS - K	K535		22	K053		*		K053 SPED - K	29	19	153
BKLYN COLL ACAD (AT BKLYN COLL)-K	K555		22	K077				K077 SPED - K			
I.S. 78 - K	K078	18	22	K078			0	I.S. 78 - K	914	1306	70
P.S./I.S. 395 - K	K395	5	22	K109	0		3	P.S. 109 - K	551	750	73
P.S. 119 - K	K119	2	22	K119	0		3	P.S. 119 - K	422	461	92
P.S. 134 MINISCHOOL - K	K839		22	K134				P.S. 134 - K	173	134	129
P.S. 134 - K	K849	2	22	K134	32		3	P.S. 134 - K	361	336	107
P.S. 139 - K	K139	4	22	K139	36		4	P.S. 139 - K	1041	863	121
P.S. 152 - K**	K152	4	22	K152	34		4	P.S. 152 - K	534	530	101
PS 152 ANNEX -BROOKLYN	K776		22	K152				P.S. 152 - K	367	252	146
P.S. 193 - K**	K193	3	22	K193	17		8	P.S. 193 - K	793	787	111
P.S. 193 TRANSPORTABLE - K	K952		22	K193				P.S. 193 - K	80		
P.S. 194 - K**	K194	4	22	K194	36		6	P.S. 194 - K	455	569	80
P.S. 194 TRANSPORTABLE - K	K959		22	K194				P.S. 194 - K	0		
P.S. 195 - K	K195	1	22	K195	36		3	P.S. 195 - K	459	290	158
P.S. 197 - K	K197	5	22	K197	36		3	P.S. 197 - K	553	507	109
P.S. 198 - K**	K198	2	22	K198	36		6	P.S. 198 - K	511	595	86
P.S. 198 TRANSPORTABLE - K	K983		22	K198				P.S. 198 - K	0		
P.S. 203 - K	K203	7	22	K203	72		4	P.S. 203 - K	775	1114	70
P.S. 206 - K	K206	6	22	K206	72		5	P.S. 206 - K	1393	1216	115
P.S. 207 - K	K207	1	22	K207	36		5	P.S. 207 - K	980	727	135
P.S. 207 ANNEX - K	K729		22	K207				P.S. 207 - K	292	287	102
P.S. 217 - K	K217	5	22	K217	72		5	P.S. 217 - K	1302	1041	125
P.S. 222 - K	K222	6	22	K222	68		4	P.S. 222 - K	865	832	104
I.S. 234 - K	K234	14	22	K234			0	I.S. 234 - K	1863	1597	117
