peer_index	_2009_2010_additional_credit	_2008_09_progress_report_grade	_2009_2010_performance_category_score	_2009_2010_performance_grade	principal	dbn	_2009_2010_progress_category_score	school	_2009_2010_overall_grade	district	progress_report_type	school_level	_2009_2010_environment_grade	_2009_2010_overall_score	_2009_2010_environment_category_score	_2009_2010_progress_grade
56.49					Judy Touzin	19K677		EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE		19	EC	K-3				
2.31					Rose Anne Gonzalez	19K678		EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE		19	EMS	Middle				
2.46					Janice Ross	19K683		THE SCHOOL FOR CLASSICS: AN ACADEMY OF THINKERS, WRITERS AND PERFORMERS		19	HS	High School				
3.10	7.0	A	12.5	B	Danielle Dimango-Maringo	20K030	42.2	I.S. 30 Mary White Ovington	A	20	EMS	Middle	B	70.0	8.3	A
36.11	5.8	A	10.2	B	Diane Picucci	20K048	28.9	P.S. 048 Mapleton	B	20	EMS	Elementary	B	52.5	7.6	B
2.54	5.8	A	8.0	C	Barry Kevorkian	20K062	42.3	J.H.S. 062 Ditmas	A	20	EMS	Middle	A	66.0	9.9	A
37.32	8.0	A	8.5	C	Jaynemarie Capetanakis	20K069	46.8	P.S. 69 Vincent D. Grippo School	A	20	EMS	Elementary	A	75.6	12.3	A
33.23	2.3	A	10.4	B	Ms. Theresa Dovi	20K102	25.1	P.S. 102 The Bayview	B	20	EMS	Elementary	B	45.9	8.1	B
26.87	6.5	B	10.1	C	Ms. Marie Dibella	20K104	31.6	P.S./I.S. 104 The Fort Hamilton School	A	20	EMS	K-8	A	57.8	9.6	B
34.11	4.5	A	13.9	B	Johanna Castronovo	20K105	39.9	P.S. 105 The Blythebourne	A	20	EMS	Elementary	A	69.6	11.3	A
31.71	1.5	A	8.5	C	Louise Verdemare (Alfano)	20K112	34.1	P.S. 112 Lefferts Park	B	20	EMS	Elementary	A	53.7	9.6	B
35.55	0.8	B	5.5	D	Pauline Frank	20K127	11.9	P.S. 127 Mckinley Park	D	20	EMS	Elementary	B	25.8	7.6	D
39.57	1.8	A	8.1	C	Margaret Russo	20K160	25.2	P.S. 160 William T. Sampson	B	20	EMS	Elementary	A	44.8	9.7	B
35.78	2.3	A	9.4	C	Maryann Wasmuth	20K163	44.4	P.S. 163 Bath Beach	A	20	EMS	Elementary	A	65.6	9.5	A
55.23	11.5	A	13.9	B	Margaret Choy-Shan	20K164	47.4	P.S. 164 Caesar Rodney	A	20	EMS	Elementary	A	85.9	13.1	A
35.87	2.8	A	8.9	C	Zhen (Tony) Wu	20K170	33.7	Ralph A. Fabrizio School	B	20	EMS	Elementary	B	53.6	8.2	B
31.47	3.5	A	11.1	B	Elizabeth Culkin	20K176	39.0	P.S. 176 Ovington	A	20	EMS	Elementary	A	63.1	9.5	A
44.57	2.3	A	3.4	D	Valerie Joseph	20K179	26.2	P.S. 179 Kensington	C	20	EMS	Elementary	B	38.8	6.9	B
30.55	3.3	A	5.5	D	Gary Williams	20K180	27.4	The SEEALL Academy	B	20	EMS	K-8	A	46.1	9.9	B
21.11	0.5	A	7.1	C	Kenneth Llinas	20K185	24.5	P.S. 185 Walter Kassenbrock	C	20	EMS	Elementary	B	40.2	8.1	B
32.66	4.8	A	7.4	C	Bayan (Ebeid) Cadotte	20K186	35.5	P.S. 186 Dr. Irving A Gladstone	B	20	EMS	Elementary	B	54.3	6.6	A
3.95	0.0	A	20.9	A	Justin Berman	20K187	52.2	I.S. 187	A	20	EMS	Middle	A	84.9	11.8	A
53.11	10.0	A	3.5	D	Liset Isaac	20K192	52.2	P.S. 192 - The Magnet School for Math and Science Inquiry	A	20	EMS	K-8	B	74.0	8.3	A
29.01	4.0	A	6.3	C	Javier Muniz	20K200	34.4	P.S. 200 Benson School	B	20	EMS	Elementary	D	48.3	3.6	B
3.27	8.0	A	11.5	B	Ms. Madeleine Brennan	20K201	36.1	J.H.S. 201 The Dyker Heights	A	20	EMS	Middle	B	63.7	8.1	B
26.40	1.5	A	9.2	C	Mrs. Marie Reilly	20K204	36.7	P.S. 204 Vince Lombardi	A	20	EMS	Elementary	A	58.7	11.3	A
39.46	8.8	A	7.7	C	Beth Grater	20K205	34.7	P.S. 205 Clarion	B	20	EMS	Elementary	B	57.4	6.2	B
2.80	0.0	B	6.4	D	Loretta Witek	20K220	37.2	J.H.S. 220 John J. Pershing	B	20	EMS	Middle	B	50.4	6.8	A
2.62	4.5	A	9.3	C	Andrew Frank	20K223	38.2	J.H.S. 223 The Montauk	B	20	EMS	Middle	B	60.3	8.3	A
2.90	5.0	A	8.2	C	Brenda D. Champion	20K227	35.8	J.H.S. 227 Edward B. Shallow	B	20	EMS	Middle	C	54.0	5.0	B
20.71	1.0	A	11.1	B	Mr. James J. Harrigan	20K229	32.7	P.S. 229 Dyker	B	20	EMS	Elementary	B	52.7	7.9	B
30.07	10.3	A	14.5	B	Christopher E. Ogno	20K247	48.2	P.S. 247 Brooklyn	A	20	EMS	Elementary	B	81.4	8.4	A
3.12	10.3	A	10.7	B	Janice Geary	20K259	42.2	J.H.S. 259 William Mckinley	A	20	EMS	Middle	A	74.7	11.5	A
2.35	7.5	B	16.2	B	Maureen Goldfarb	20K445	34.9	New Utrecht High School	B	20	HS	High School	B	68.5	9.9	B
2.58	6.0	A	19.9	A	Philip Weinberg	20K485	39.9	High School of Telecommunication Arts and Technology	A	20	HS	High School	A	77.4	11.6	B
2.59	9.0	B	13.2	C	Jo Ann Chester	20K490	36.3	Fort Hamilton High School	B	20	HS	High School	A	69.5	11.0	B
58.81	0.8	A	4.6	D	Bernadette Fitzgerald	20K503	29.4	PS 503: The School of Discovery	B	20	EMS	Elementary	A	45.2	10.4	B
2.29	6.0	B	12.0	C	Geraldine Maione	20K505	37.1	Franklin Delano Roosevelt High School	B	20	HS	High School	B	64.9	9.8	B
54.32	3.5	A	4.7	D	Elizabeth Waters	20K506	30.0	P.S. 506: The School of Journalism & Technology	B	20	EMS	Elementary	A	48.3	10.1	B
2.92	0.8	A	6.5	C	Mariela Graham	20K609	31.4	Urban Assembly School for Criminal Justice	B	20	EMS	Middle	B	45.5	6.8	B
""	7.5		17.4	B	Michael Ragucci	20K658	40.6	Franklin Delano Roosevelt YABC	A	20	YABC	YABC	B	74.8	9.3	B
54.97	2.5	A	4.6	D	Greta Hawkins	21K090	34.3	P.S. 90 Edna Cohen School	B	21	EMS	Elementary	B	49.3	7.9	B
40.01	2.5	B	2.4	F	Carolyn Telesmanich	21K095	26.5	P.S. 095 The Gravesend	C	21	EMS	K-8	D	35.5	4.1	B
2.83	2.5	A	7.9	C	Denise Sandra Levinsky	21K096	31.4	I.S. 096 Seth Low	B	21	EMS	Middle	C	46.5	4.7	B
29.88	7.3	A	7.4	C	Kristine Mustillo	21K097	36.7	P.S. 97 The Highlawn	A	21	EMS	Elementary	A	61.8	10.4	A
3.64	3.0	B	14.4	B	Maria Timo	21K098	38.0	I.S. 98 Bay Academy	A	21	EMS	Middle	B	62.8	7.4	A
40.92	7.8	A	9.9	C	Gregory Pirraglia	21K099	40.0	P.S. 099 Isaac Asimov	A	21	EMS	K-8	A	66.9	9.2	A
29.67	3.0	A	11.7	B	Katherine A. Moloney	21K100	30.3	P.S. 100 The Coney Island School	B	21	EMS	Elementary	B	53.5	8.5	B
29.50	1.8	A	11.7	B	Gregg Korrol	21K101	32.6	P.S. 101 The Verrazano	B	21	EMS	Elementary	A	57.4	11.3	B
45.12	6.5	A	9.9	C	Lillian Catalano	21K121	31.7	P.S. 121 Nelson A. Rockefeller	A	21	EMS	K-8	A	59.8	11.7	B
35.29	4.5	B	0.8	F	Marcia Robins	21K128	38.5	P.S. 128 Bensonhurst	B	21	EMS	Elementary	A	54.7	10.9	A
38.36	6.3	A	7.7	C	Carl Santamaria	21K153	30.2	P.S. 153 Homecrest	B	21	EMS	Elementary	B	50.9	6.7	B
37.55	4.3	A	12.6	B	Shoshana Singer	21K177	37.4	P.S. 177 The Marlboro	A	21	EMS	Elementary	B	62.1	7.8	A
54.89	1.0	A	3.7	D	Frederick M. Tudda	21K188	19.5	P.S. 188 Michael E. Berdy	C	21	EMS	Elementary	A	33.3	9.1	C
34.33	2.5	B	11.1	B	Rosalia Bacarella	21K199	35.8	P.S. 199 Frederick Wachtel	B	21	EMS	Elementary	B	56.6	7.2	A
33.97	4.8	A	6.1	C	Frances Locurcio	21K209	23.2	P.S. 209 Margaret Mead	C	21	EMS	K-8	B	41.0	6.9	C
43.14	4.8	A	8.4	C	Josephine Marsella	21K212	34.7	P.S. 212 Lady Deborah Moody	B	21	EMS	Elementary	A	57.7	9.8	B
29.64	2.5	A	7.4	C	Antonella Bove	21K215	20.8	P.S. 215 Morris H. Weiss	C	21	EMS	Elementary	B	37.9	7.2	C
32.81	0.5	A	10.4	B	Celia Kaplinsky	21K216	35.5	P.S. 216 Arturo Toscanini	B	21	EMS	Elementary	B	55.0	8.6	A
40.30	9.3	A	6.6	C	Joseph Montebello	21K225	38.0	P.S. K225 - The Eileen E. Zaglin	A	21	EMS	K-8	B	62.0	8.1	A
41.22	8.0	A	11.3	B	Sherry Tannenbaum	21K226	41.7	P.S. 226 Alfred De B.Mason	A	21	EMS	K-8	A	70.8	9.8	A
3.06	2.5	A	7.9	C	Dominick D'angelo	21K228	25.3	I.S. 228 David A. Boody	C	21	EMS	Middle	C	40.4	4.7	C
51.64	2.0	A	5.8	D	Harla Joy Musoff-Weiss	21K238	26.5	P.S. 238 Anne Sullivan	B	21	EMS	K-8	A	44.7	10.4	B
3.82	5.3	A	17.5	A	Carol Moore	21K239	38.9	Mark Twain I.S. 239 for the Gifted & Talented	A	21	EMS	Middle	A	71.7	10.0	A
47.23	8.0	A	9.0	C	Lisa Speroni	21K253	32.6	P.S. 253	A	21	EMS	Elementary	A	60.8	11.2	B
3.02	6.3	A	9.5	C	Stephen Rosenblum	21K281	31.8	I.S. 281 Joseph B Cavallaro	B	21	EMS	Middle	B	54.4	6.8	B
62.28	8.0	A	4.1	D	Joelene-Lynette Kinard	21K288	40.0	P.S. 288 The Shirley Tanyhill	A	21	EMS	K-8	C	57.1	5.0	A
2.94	6.0	A	12.6	B	Mr. Gary Ingrassia	21K303	28.5	I.S. 303 Herbert S. Eisenberg	B	21	EMS	Middle	B	55.7	8.6	B
60.76	1.8	A	6.0	C	Selema Dawson	21K329	20.0	P.S. 329 Surfside	C	21	EMS	Elementary	A	37.5	9.7	C
2.05	0.0	A	5.9	F	Michael F. Soet	21K337	31.1	International High School at Lafayette	C	21	HS	High School	A	48.2	11.2	C
2.57	6.0	B	14.0	C	Edward Wilensky	21K344	33.8	Rachel Carson High School for Coastal Studies	B	21	HS	High School	F	59.1	5.3	C
2.36	3.0	A	18.2	A	Robin Pitts	21K348	37.6	High School of Sports Management	B	21	HS	High School	B	67.8	9.0	B
""					Jacqueline Boswell	21K400		Lafayette High School		21	HS	High School				
2.53	3.0	B	8.7	F	Ari Hoogenboom	21K410	31.3	Abraham Lincoln High School	C	21	HS	High School	C	50.8	7.8	C
""	4.5		17.1	B	Neal Reich	21K411	32.0	Abraham Lincoln YABC	B	21	YABC	YABC	B	62.6	9.0	B
3.03					Connie Hamilton	21K468		Kingsborough Early College School		21	HS	High School				
2.99	2.5	A	9.0	C	Connie Hamilton	21K468	32.4	Kingsborough Early College School	B	21	EMS	Middle	B	52.7	8.8	B
2.75	9.0	B	17.0	B	Anthony R. Lodico	21K525	34.3	Edward R. Murrow High School	A	21	HS	High School	B	70.1	9.8	C
2.65	7.5	C	10.0	D	Barry Fried	21K540	32.3	John Dewey High School	C	21	HS	High School	F	55.5	5.7	C
2.41					Kaia Mashariki	21K559		Life Academy High School for Film and Music		21	HS	High School				
2.27					Sarah Weeks	21K572		Expeditionary Learning School for Community Leaders		21	HS	High School				
2.02	0.0	C	12.3	C	Carlston Gray	21K620	27.4	William E. Grady Career and Technical Education High School	D	21	HS	High School	D	46.0	6.3	D
2.50	10.5	B	17.0	B	Martin Fiasconaro	21K690	34.3	Brooklyn Studio Secondary School	A	21	HS	High School	C	70.4	8.6	C
2.95	8.0	A	16.3	A	Martin Fiasconaro	21K690	39.2	Brooklyn Studio Secondary School	A	21	EMS	Middle	B	70.2	6.7	A
2.32	6.0	A	24.8	A	April Leong	21K728	42.5	Liberation Diploma Plus	A	21	HST	High School Transfer	A	85.0	11.7	A
2.42	2.3	A	6.7	C	Anne Tully	22K014	26.1	J.H.S. 014 Shell Bank	C	22	EMS	Middle	B	42.0	6.9	B
37.30	5.3	A	5.1	D	Ilene Altschul	22K052	25.8	P.S. 052 Sheepshead Bay	B	22	EMS	Elementary	B	43.6	7.4	B
2.84	4.5	A	7.5	C	Phyllis Marino	22K078	24.0	J.H.S. 078 Roy H. Mann	C	22	EMS	Middle	C	42.0	6.0	C
59.99	4.5	A	4.6	D	Denise Talley	22K109	31.0	P.S. 109	B	22	EMS	K-8	B	46.8	6.7	B
48.56	1.0	A	7.2	C	Lisa Fernandez	22K119	31.7	P.S. 119 Amersfort	B	22	EMS	Elementary	A	52.6	12.7	B
52.20	2.0	A	17.4	A	Debra Ramsaran	22K134	36.0	P.S. K134	A	22	EMS	Elementary	A	64.8	9.4	A
51.56	0.0	A	3.7	D	Mary Mcdonald	22K139	12.6	P.S. 139 Alexine A. Fenty	C	22	EMS	Elementary	B	22.5	6.2	D
53.19	1.5	A	7.1	C	Dr. Rhonda D. Farkas	22K152	16.6	School of Science & Technology	C	22	EMS	Elementary	A	35.8	10.6	D
44.35	1.5	A	12.9	B	Frank A. Cimino	22K193	28.6	P.S. 193 Gil Hodges	B	22	EMS	Elementary	A	51.8	8.8	B
55.35	2.0	A	6.4	C	Mary Zissler-Lynch	22K194	20.4	P.S. 194 Raoul Wallenberg	C	22	EMS	Elementary	B	37.0	8.2	C
11.09	2.0	A	12.9	B	Arthur Forman	22K195	44.3	P.S. 195 Manhattan Beach	A	22	EMS	Elementary	B	67.8	8.6	A
41.82	7.8	A	6.8	C	Rosemarie Barbiere Nicoletti	22K197	44.2	P.S. 197 Brooklyn	A	22	EMS	Elementary	A	68.6	9.8	A
52.47	1.5	A	1.9	D	Joy-Ann Morgan	22K198	20.4	P.S. 198 Brooklyn	C	22	EMS	Elementary	C	29.2	5.4	C
55.65	1.3	A	5.1	D	Lisa Esposito	22K203	21.5	P.S. 203 Floyd Bennett	C	22	EMS	Elementary	B	35.2	7.3	C
27.19	6.8	A	13.6	B	Deirdre Keyes	22K206	39.6	P.S. 206 Joseph F Lamb	A	22	EMS	K-8	B	66.1	6.1	A
28.01	3.3	A	9.0	C	Mary Bosco	22K207	19.4	P.S. 207 Elizabeth G. Leary	C	22	EMS	K-8	A	40.4	8.7	C
41.41	2.8	A	8.7	C	Franca Conti	22K217	28.6	P.S. 217 Colonel David Marcus School	B	22	EMS	Elementary	A	49.5	9.4	B
28.68	7.0	A	16.7	A	Louise Blake	22K222	43.7	P.S. 222 Katherine R. Snyder	A	22	EMS	Elementary	A	77.6	10.2	A
3.49	6.3	A	9.8	C	Susan Schaeffer	22K234	29.7	J.H.S. 234 Arthur W. Cunningham	B	22	EMS	Middle	B	54.2	8.4	B
22.73	4.3	B	9.8	C	Mary Barton	22K236	20.6	P.S. 236 Mill Basin	B	22	EMS	Elementary	A	44.3	9.6	C
3.00	6.0	A	5.5	D	Elena S. O'sullivan	22K240	27.9	Andries Hudde	B	22	EMS	Middle	D	43.3	3.9	B
58.77	1.5	A	8.7	C	Pat Kannengieser	22K245	39.4	P.S. 245	A	22	EMS	Elementary	A	61.3	11.7	A
56.06	2.0	A	4.7	D	Steven Boyer	22K251	26.3	P.S. 251 Paerdegat	C	22	EMS	Elementary	C	38.7	5.7	B
30.26	0.8	A	16.7	A	Linda Alhonote	22K254	33.1	P.S. 254 Dag Hammarskjold	A	22	EMS	Elementary	A	59.3	8.7	B
33.70	8.5	A	13.3	B	Linda L. Singer	22K255	43.0	P.S. 255 Barbara Reing School	A	22	EMS	Elementary	A	75.8	11.0	A
60.09	0.5	A	4.3	D	Phyllis Corbin	22K269	15.6	P.S. 269 Nostrand	C	22	EMS	Elementary	A	29.8	9.4	D
18.87	3.8	B	10.5	B	Jeanne M. Fish	22K277	34.6	P.S. 277 Gerritsen Beach	A	22	EMS	Elementary	A	58.5	9.6	B
3.01	1.0	B	3.2	F	Debra Garofalo	22K278	11.1	J.H.S. 278 Marine Park	D	22	EMS	Middle	A	24.8	9.5	D
29.61	1.8	A	11.2	B	Linda Beal Benigno	22K312	13.0	P.S. 312 Bergen Beach	C	22	EMS	Elementary	A	36.1	10.1	D
54.18	3.8	A	8.5	C	Beverly Ffolkes-Bryant	22K315	31.2	P.S. K315	B	22	EMS	Elementary	A	53.2	9.7	B
56.47	6.0		3.8	F	Dianne S. Martin	22K361	8.0	P.S. 361 East Flatbush Early Childhood School	C	22	EC	K-2	B	23.3	5.5	C
3.07	1.0	B	5.2	D	Mary Harrington	22K381	20.8	I. S. 381	C	22	EMS	Middle	B	33.8	6.8	C
3.16	9.0	B	17.4	B	David Cohen	22K405	31.9	Midwood High School	B	22	HS	High School	C	65.8	7.5	C
2.72	6.0	B	12.0	C	Joseph A. Gogliormella	22K425	30.7	James Madison High School	B	22	HS	High School	A	59.6	10.9	C
2.21	3.0	C	12.0	C	Reesa Levy	22K495	34.0	Sheepshead Bay High School	C	22	HS	High School	C	57.2	8.2	C
3.54	0.0	A	14.5	B	Joseph Zaza	22K535	42.5	Leon M. Goldstein High School for the Sciences	B	22	HS	High School	C	64.5	7.5	A
3.27	0.0	A	17.2	B	Nicholas Mazzarella	22K555	44.5	Brooklyn College Academy	A	22	HS	High School	A	74.2	12.5	A
3.47	0.0	B	5.6	D	Nicholas Mazzarella	22K555	38.4	Brooklyn College Academy	B	22	EMS	Middle	A	58.0	14.0	A
61.70	3.0	A	3.2	D	Theresa Siegel	23K041	32.1	P.S. 041 Francis White	C	23	EMS	K-8	F	40.9	2.6	B
61.77	1.5	B	3.5	D	Joelle Mcken	23K073	22.9	P.S. 073 Thomas S. Boyland	C	23	EMS	K-8	B	34.2	6.3	C
62.63	1.8	B	4.5	D	Loria Tucker	23K137	16.8	P.S./I.S. 137 Rachel Jean Mitchell	D	23	EMS	K-8	D	26.6	3.5	D
66.85	3.5	A	3.0	D	Sharon Wallace	23K150	18.5	P.S. 150 Christopher	C	23	EMS	K-8	D	28.4	3.4	C
65.59	1.8	A	6.9	C	Nelly Cortes	23K155	28.6	P.S./ I.S. 155 Nicholas Herkimer	B	23	EMS	K-8	A	45.9	8.6	B
56.40	0.0	A	2.9	D	Beverly Logan	23K156	14.5	P.S. 156 Waverly	C	23	EMS	Elementary	B	25.4	8.0	D
57.83	1.5	B	0.8	F	Fran Ellers	23K165	29.3	P.S. 165 Ida Posner	C	23	EMS	K-8	C	37.2	5.6	B
62.56	4.8	A	9.6	C	Joseph Frantz Henry	23K178	23.3	P.S. 178 Saint Clair Mckelway	B	23	EMS	K-8	B	46.0	8.3	C
61.84	1.5	B	4.4	D	Maryanne Devivio	23K184	26.4	P.S. 184 Newport	C	23	EMS	K-8	D	35.9	3.6	B
62.67	3.0	A	4.0	D	Shenean Lindsay	23K284	23.2	P.S. 284 Lew Wallace	C	23	EMS	K-8	B	38.0	7.8	C
62.86	1.0	A	1.4	F	Antoinette Martin	23K298	18.0	P.S. 298 Dr. Betty Shabazz	C	23	EMS	K-8	F	21.8	1.4	C
59.29	2.8	A	3.6	D	Linda Harris	23K323	29.7	P.S./I.S. 323	B	23	EMS	K-8	A	46.0	9.9	B
57.98	2.5	A	4.1	D	Stephen Appea	23K327	17.7	P.S. 327 Dr. Rose B. English	C	23	EMS	K-8	D	27.5	3.2	C
61.43	0.0	C	1.8	F	Deborah Pierce	23K332	6.9	P.S. 332 Charles H. Houston	F	23	EMS	K-8	D	11.7	3.0	F
3.66	0.0	A	14.0	B	Shirley Wheeler	23K392	29.2	I.S. 392	B	23	EMS	Middle	B	50.9	7.7	B
2.25	0.0	B	15.1	B	Amote Sias	23K493	29.2	Brooklyn Collegiate: A College Board School	C	23	HS	High School	B	53.7	9.4	C
3.12	0.0	B	0.0	F	Amote Sias	23K493	0.0	Brooklyn Collegiate: A College Board School	D	23	EMS	Middle	D	4.4	4.4	F
2.38	0.0	B	18.0	A	Tamika Matheson	23K514	37.1	Frederick Douglass Academy VII High School	B	23	HS	High School	B	63.9	8.8	B
2.63	1.8	A	7.4	C	Dellie Edwards	23K518	19.9	Kappa V	C	23	EMS	Middle	B	36.4	7.3	C
3.23	0.0	A	0.0	F	Lajuan White	23K522	4.9	Mott Hall IV	C	23	EMS	Middle	C	11.1	6.2	F
61.89	0.0		2.6	D	Margaret V. Mcauley	23K631	18.3	General D. Chappie James Elementary School of Science	D	23	EMS	Elementary	D	24.5	3.6	C
2.24	2.3		2.9	F	Willis Perry	23K634	17.1	General D. Chappie James Middle School of Science	D	23	EMS	Middle	C	28.3	6.0	D
2.23	0.0		13.3	C	Thomas Mckenna	23K643	43.1	Brooklyn Democracy Academy	A	23	HST	High School Transfer	A	69.0	12.6	A
2.68	5.0		7.9	C	Rashad Meade	23K644	41.1	Eagle Academy for Young Men II	A	23	EMS	Middle	A	65.9	11.9	A
""					Beverly Faison	23K645		EBC/ENY High School for Public Safety & Law		23	HS	High School				
2.21	0.0		2.7	F	Matt Molloy	23K646	24.6	Aspirations Diploma Plus High School	F	23	HST	High School Transfer	F	32.0	4.7	D
2.24	0.0		18.8	A	Meri Yallowitz	23K647	25.8	Metropolitan Diploma Plus High School	C	23	HST	High School Transfer	B	54.2	9.6	D
2.36	3.0	A	18.5	A	Dr Michael Alcoff	23K697	45.1	Teachers Preparatory High School	A	23	HS	High School	B	76.9	10.3	A
3.20	0.8	A	3.7	D	Dr Michael Alcoff	23K697	24.8	Teachers Preparatory High School	C	23	EMS	Middle	C	35.5	6.2	C
2.96	6.3	A	11.1	B	Michael Dantona	24Q005	39.1	I.S. 5 - The Walter Crowley Intermediate School	A	24	EMS	Middle	B	65.4	8.9	A
43.95	7.5		9.4	B	Sara Tucci	24Q007	14.0	P.S. 007 Louis F. Simeone	B	24	EC	K-3	B	38.9	8.0	B
41.84	5.3	A	11.8	B	Patricia Perry	24Q012	36.5	P.S. 012 James B. Colgate	A	24	EMS	Elementary	A	65.0	11.4	A
44.49	0.0	A	10.6	B	Dr. Yvonne Angelastro	24Q013	28.9	P.S. 013 Clement C. Moore	B	24	EMS	Elementary	A	48.7	9.2	B
56.04	9.8	A	9.3	C	Rosemary Sklar	24Q014	39.5	P.S. 014 Fairview	A	24	EMS	Elementary	A	68.8	10.2	A
56.98	3.5	A	13.3	B	Elaine Iodice	24Q016	28.3	P.S. Q016	B	24	EMS	Elementary	A	57.7	12.6	B
59.20	2.0	A	10.6	B	Genie Calibar	24Q019	33.6	P.S. 019 Marino Jeantet	B	24	EMS	Elementary	B	54.8	8.6	B
62.35	9.0		16.0	A	Elizabeth Lutkowski	24Q028	22.9	P.S. 28 - The Thomas Emanuel Early Childhood Center	A	24	EC	K-2	A	62.9	15.0	A
22.90	1.3	A	8.0	C	Anthony Lombardi	24Q049	25.1	P.S. 049 Dorothy Bonawit Kole	C	24	EMS	Elementary	C	40.2	5.8	B
32.68	4.3	A	11.7	B	Adelina V. Tripoli	24Q058	36.6	P.S. 58 - School of Heroes	A	24	EMS	Elementary	B	58.9	6.3	A
2.80	2.8	A	5.8	D	Joseph J Lisa	24Q061	37.4	I.S. 061 Leonardo Da Vinci	B	24	EMS	Middle	B	53.9	7.9	A
54.43	6.3	A	8.8	C	Anne Marie Snadecky-Scalfaro	24Q068	32.9	P.S. 068 Cambridge	B	24	EMS	Elementary	B	55.6	7.6	B
37.40	4.5	A	2.0	D	Walkydia Olivella	24Q071	27.4	P.S. 071 Forest	C	24	EMS	Elementary	F	36.0	2.1	B
2.98	10.5	A	12.0	B	Camillo Turriciano	24Q073	37.5	I.S. 73 - The Frank Sansivieri Intermediate School	A	24	EMS	Middle	C	64.5	4.5	A
2.74	4.0	A	9.6	C	Joseph Miller	24Q077	26.2	I.S. 077	B	24	EMS	Middle	B	46.9	7.1	B
55.46	10.0	A	7.9	C	Genevieve Ventura	24Q081	34.4	P.S. 81Q Jean Paul Richter	A	24	EMS	Elementary	A	62.4	10.1	B
40.04	7.5	A	3.7	D	Caryn Michaeli	24Q087	34.4	P.S. 087 Middle Village	A	24	EMS	K-8	A	57.5	11.9	A
41.72	0.8	A	3.5	D	David Bishop	24Q088	23.9	P.S. 088 Seneca	C	24	EMS	Elementary	B	35.1	6.9	C
57.28	2.3	A	11.2	B	Casper Cacioppo	24Q089	41.9	P.S. 089 Elmhurst	A	24	EMS	Elementary	A	64.8	9.4	A
41.40	5.5	A	5.3	D	Victoria Catalano	24Q091	29.1	P.S. 091 Richard Arkwright	B	24	EMS	Elementary	C	45.7	5.8	B
2.83	5.0	A	10.8	B	Edward Santos	24Q093	38.6	I.S. 093 Ridgewood	B	24	EMS	Middle	C	59.9	5.5	A
36.06	5.8	A	9.8	C	Anthony Pisacano	24Q102	33.2	P.S. 102 Bayview	A	24	EMS	K-8	A	60.4	11.6	B
30.20	3.0	A	14.6	A	Anthony Pranzo	24Q113	33.2	P.S. 113 Isaac Chauncey	A	24	EMS	Elementary	A	61.3	10.5	B
3.22	2.0	A	8.4	C	Dr. Jeanne Fagan	24Q119	12.4	I.S. 119 The Glendale	C	24	EMS	Middle	D	26.1	3.3	D
3.10	5.5	A	9.3	C	Judy Mittler	24Q125	32.2	I.S. 125 Thom J. McCann Woodside	B	24	EMS	Middle	B	55.6	8.6	B
15.88	1.8	A	12.3	B	John Lavelle	24Q128	36.6	P.S. 128 Juniper Valley	A	24	EMS	Elementary	A	62.0	11.3	A
61.92	0.5	A	11.1	B	Sheila Gorski	24Q143	14.9	P.S. 143 Louis Armstrong	C	24	EMS	Elementary	B	34.6	8.1	D
35.75	7.3	A	6.5	C	Susan Bauer	24Q153	37.4	P.S. 153 Maspeth Elem	A	24	EMS	Elementary	B	58.8	7.6	A
47.79	2.3	A	7.1	C	Anthony Inzerillo	24Q199	33.7	P.S. 199 Maurice A. Fitzgerald	B	24	EMS	Elementary	A	52.2	9.1	B
34.02	9.5	A	10.4	B	Dr. Sibylle Ajwani	24Q229	47.5	P.S. 229 Emanuel Kaplan	A	24	EMS	Elementary	A	76.8	9.4	A
57.61	1.5	A	6.3	C	Robin Connolly	24Q239	33.8	P.S. 239	B	24	EMS	Elementary	A	51.8	10.2	B
2.82	9.0	A	20.9	A	Gilberto Vega	24Q264	53.2	Academy of Finance and Enterprise	A	24	HS	High School	B	92.4	9.3	A
2.46	4.5	A	20.6	A	Daniel Korb	24Q267	42.5	High School of Applied Communication	A	24	HS	High School	A	78.1	10.5	A
2.64					Phuong Nguyen	24Q293		Civic Leadership Academy		24	HS	High School				
2.40					Marcella Barros	24Q296		Pan American International High School		24	HS	High School				
3.70	0.0		17.8	A	Valeri Thomson	24Q299	46.7	Bard High School Early College II	A	24	HS	High School	A	76.6	12.1	A
2.35	3.0	C	11.2	D	John Ficalora	24Q455	30.9	Newtown High School	C	24	HS	High School	C	53.7	8.6	C
""	4.5		7.0	F	Jimmy Liu	24Q457	16.0	HS Arts & Business YABC	D	24	YABC	YABC	C	35.0	7.5	F
2.38	4.5	C	10.6	D	Dominick Scarola	24Q485	36.2	Grover Cleveland High School	B	24	HS	High School	B	60.0	8.7	B
2.58	3.0	B	18.0	A	Linda Siegmund	24Q520	34.1	Middle College High School at LaGuardia Community College	B	24	HS	High School	B	65.2	10.1	C
2.63	6.0	A	14.2	C	Lee Pan	24Q530	41.8	International High School at LaGuardia Community College	A	24	HS	High School	A	76.1	14.1	B
